ID;N°samples > 10 reads;Median;Chromosome;Start;End;Strand;
hsa-miR-4640-3p;3;0.00;6;30890883;30890972;+;
hsa-miR-4640-5p;8;1.37;6;30890883;30890972;+;
hsa-miR-4641;11;2.04;6;41598723;41598788;+;
hsa-miR-4641-5p:Novel;5;0.47;6;41598723;41598788;+;
hsa-miR-4642;3;0.58;6;44435641;44435722;+;
hsa-miR-4642-3p:Novel;24;2.68;6;44435641;44435722;+;
hsa-miR-4643;0;0.00;6;91521660;91521737;+;
hsa-miR-4643-5p:Novel;0;0.00;6;91521660;91521737;+;
hsa-miR-4644;76;6.43;6;170330761;170330844;+;
hsa-miR-4644-5p:Novel;37;2.94;6;170330761;170330844;+;
hsa-miR-4645-3p;68;4.36;6;2854031;2854107;-;
hsa-miR-4645-5p;0;0.00;6;2854031;2854107;-;
hsa-miR-4646-3p;0;0.00;6;31701029;31701091;-;
hsa-miR-4646-5p;5;1.59;6;31701029;31701091;-;
hsa-miR-4647;49;4.86;6;44254206;44254285;-;
hsa-miR-4647-3p:Novel;29;3.35;6;44254206;44254285;-;
hsa-miR-4648;31;2.21;7;2527074;2527145;+;
hsa-miR-4648-3p:Novel;6;1.70;7;2527074;2527145;+;
hsa-miR-4649-3p;5;0.00;7;44110849;44110912;+;
hsa-miR-4649-5p;20;2.86;7;44110849;44110912;+;
hsa-miR-4650-3p;22;2.47;7;72697903;72697978;+;
hsa-miR-4650-5p;32;2.03;7;72697903;72697978;+;
hsa-miR-4651;2;0.82;7;75915197;75915269;+;
hsa-miR-4651-3p:Novel;104;8.58;7;75915197;75915269;+;
hsa-miR-4652-3p;1;0.00;7;93716928;93717005;+;
hsa-miR-4652-5p;8;1.01;7;93716928;93717005;+;
hsa-miR-4653-3p;3;0.13;7;101159473;101159555;+;
hsa-miR-4653-5p;1;0.00;7;101159473;101159555;+;
hsa-miR-4654;135;12.23;1;162157107;162157182;+;
hsa-miR-4654-3p:Novel;25;2.71;1;162157107;162157182;+;
hsa-miR-4655-3p;11;0.69;7;1844180;1844253;-;
hsa-miR-4655-5p;142;12.22;7;1844180;1844253;-;
hsa-miR-4656;8;1.47;7;4788565;4788639;-;
hsa-miR-4656-3p:Novel;43;5.02;7;4788565;4788639;-;
hsa-miR-4657;0;0.00;7;44881748;44881800;-;
hsa-miR-4657-3p:Novel;2;0.00;7;44881748;44881800;-;
hsa-miR-4658;55;4.85;7;100156605;100156669;-;
hsa-miR-4658-5p:Novel;17;0.48;7;100156605;100156669;-;
hsa-miR-4659a-3p;0;0.00;8;6745164;6745244;+;
hsa-miR-4659a-5p;7;1.18;8;6745164;6745244;+;
hsa-miR-4659b-3p;0;0.00;8;6745168;6745240;-;
hsa-miR-4659b-5p;71;3.42;8;6745168;6745240;-;
hsa-miR-466;3;0.00;3;31161704;31161787;-;
hsa-miR-466-5p:Novel;0;0.00;3;31161704;31161787;-;
hsa-miR-4660;5;1.85;8;9048445;9048518;+;
hsa-miR-4660-3p:Novel;43;3.17;8;9048445;9048518;+;
hsa-miR-4661-3p;0;0.00;8;91205485;91205559;+;
hsa-miR-4661-5p;0;0.00;8;91205485;91205559;+;
hsa-miR-4662a-3p;0;0.00;8;124821985;124822051;+;
hsa-miR-4662a-5p;0;0.00;8;124821985;124822051;+;
hsa-miR-4662b;0;0.00;8;124821978;124822058;-;
hsa-miR-4662b-5p:Novel;0;0.00;8;124821978;124822058;-;
hsa-miR-4663;11;1.41;8;123215788;123215863;-;
hsa-miR-4663-3p:Novel;15;1.77;8;123215788;123215863;-;
hsa-miR-4664-3p;66;4.44;8;143733083;143733153;-;
hsa-miR-4664-5p;5;0.56;8;143733083;143733153;-;
hsa-miR-4665-3p;0;0.00;9;6007826;6007904;+;
hsa-miR-4665-5p;40;4.57;9;6007826;6007904;+;
hsa-miR-4666a-3p;3;0.00;1;228462074;228462152;+;
hsa-miR-4666a-5p;111;8.85;1;228462074;228462152;+;
hsa-miR-4666b;0;0.00;X;29574278;29574358;+;
hsa-miR-4666b-3p:Novel;44;3.35;X;29574278;29574358;+;
hsa-miR-4667-3p;30;1.68;9;35608094;35608159;+;
hsa-miR-4667-5p;34;2.24;9;35608094;35608159;+;
hsa-miR-4668-3p;0;0.00;9;111932100;111932169;+;
hsa-miR-4668-5p;8;0.62;9;111932100;111932169;+;
hsa-miR-4669;7;1.65;9;134379411;134379472;+;
hsa-miR-4669-5p:Novel;22;2.93;9;134379411;134379472;+;
hsa-miR-4670-3p;35;2.97;9;92527984;92528058;-;
hsa-miR-4670-5p;0;0.00;9;92527984;92528058;-;
hsa-miR-4671-3p;2;0.00;1;234306467;234306539;+;
hsa-miR-4671-5p;19;0.94;1;234306467;234306539;+;
hsa-miR-4672;91;6.70;9;127869415;127869495;-;
hsa-miR-4672-5p:Novel;9;1.28;9;127869415;127869495;-;
hsa-miR-4673;1;0.68;9;136519568;136519626;-;
hsa-miR-4673-3p:Novel;50;4.73;9;136519568;136519626;-;
hsa-miR-4674;215;35.97;9;136546173;136546259;-;
hsa-miR-4674-5p:Novel;142;12.78;9;136546173;136546259;-;
hsa-miR-4675;176;22.03;10;20551970;20552046;+;
hsa-miR-4675-5p:Novel;20;1.93;10;20551970;20552046;+;
hsa-miR-4676-3p;0;0.00;10;72721029;72721100;+;
hsa-miR-4676-5p;5;1.12;10;72721029;72721100;+;
hsa-miR-4677-3p;5;0.70;1;243346176;243346255;+;
hsa-miR-4677-5p;1;0.00;1;243346176;243346255;+;
hsa-miR-4678;0;0.00;10;87503881;87503954;+;
hsa-miR-4678-3p:Novel;2;0.27;10;87503881;87503954;+;
hsa-miR-4679;0;0.00;10;89063335;89063411;-;
hsa-miR-4679-3p:Novel;8;0.19;10;89063335;89063411;-;
hsa-miR-4680-3p;0;0.00;10;110898090;110898155;+;
hsa-miR-4680-5p;0;0.00;10;110898090;110898155;+;
hsa-miR-4681;2;0.43;10;119377972;119378043;+;
hsa-miR-4681-3p:Novel;4;0.96;10;119377972;119378043;+;
hsa-miR-4682;32;3.20;10;119958513;119958592;+;
hsa-miR-4682-3p:Novel;163;16.16;10;119958513;119958592;+;
hsa-miR-4683;178;19.00;10;35641172;35641252;-;
hsa-miR-4683-5p:Novel;28;2.94;10;35641172;35641252;-;
hsa-miR-4684-3p;55;3.93;1;22719517;22719598;+;
hsa-miR-4684-5p;0;0.00;1;22719517;22719598;+;
hsa-miR-4685-3p;1;0.00;10;98431292;98431360;-;
hsa-miR-4685-5p;79;4.45;10;98431292;98431360;-;
hsa-miR-4686;3;0.67;11;2173063;2173138;+;
hsa-miR-4686-3p:Novel;23;1.70;11;2173063;2173138;+;
hsa-miR-4687-3p;97;7.53;11;3856062;3856141;+;
hsa-miR-4687-5p;4;0.58;11;3856062;3856141;+;
hsa-miR-4688;43;1.40;11;46376402;46376484;+;
hsa-miR-4688-5p:Novel;8;1.67;11;46376402;46376484;+;
hsa-miR-4689;12;0.73;1;5862672;5862741;-;
hsa-miR-4689-3p:Novel;28;3.64;1;5862672;5862741;-;
hsa-miR-4690-3p;26;2.44;11;65636310;65636369;+;
hsa-miR-4690-5p;115;9.91;11;65636310;65636369;+;
hsa-miR-4691-3p;1;0.00;11;68033897;68033981;+;
hsa-miR-4691-5p;2;0.00;11;68033897;68033981;+;
hsa-miR-4692;27;2.87;11;72783530;72783592;+;
hsa-miR-4692-5p:Novel;15;1.37;11;72783530;72783592;+;
hsa-miR-4693-3p;225;70.03;11;103849906;103849980;+;
hsa-miR-4693-5p;7;0.00;11;103849906;103849980;+;
hsa-miR-4694-3p;3;0.60;11;19760004;19760083;-;
hsa-miR-4694-5p;0;0.00;11;19760004;19760083;-;
hsa-miR-4695-3p;0;0.00;1;18883202;18883275;-;
hsa-miR-4695-5p;177;18.40;1;18883202;18883275;-;
hsa-miR-4696;2;0.00;11;74720268;74720337;-;
hsa-miR-4696-3p:Novel;2;0.50;11;74720268;74720337;-;
hsa-miR-4697-3p;0;0.00;11;133898504;133898581;-;
hsa-miR-4697-5p;8;1.38;11;133898504;133898581;-;
hsa-miR-4698;171;21.24;12;47187812;47187891;+;
hsa-miR-4698-5p:Novel;71;5.70;12;47187812;47187891;+;
hsa-miR-4699-3p;0;0.00;12;81158388;81158461;+;
hsa-miR-4699-5p;5;0.00;12;81158388;81158461;+;
hsa-miR-4700-3p;4;0.00;12;120723193;120723266;+;
hsa-miR-4700-5p;182;30.54;12;120723193;120723266;+;
hsa-miR-4701-3p;49;3.81;12;48771975;48772037;-;
hsa-miR-4701-5p;35;1.89;12;48771975;48772037;-;
hsa-miR-4703-3p;0;0.00;13;51552589;51552667;+;
hsa-miR-4703-5p;0;0.00;13;51552589;51552667;+;
hsa-miR-4704-3p;0;0.00;13;66218250;66218324;+;
hsa-miR-4704-5p;1;0.00;13;66218250;66218324;+;
hsa-miR-4705;3;0.00;13;102045934;102046004;-;
hsa-miR-4705-3p:Novel;1;0.10;13;102045934;102046004;-;
hsa-miR-4706;87;7.53;14;65044688;65044769;+;
hsa-miR-4706-3p:Novel;64;5.94;14;65044688;65044769;+;
hsa-miR-4707-3p;0;0.00;14;22956950;22957029;-;
hsa-miR-4707-5p;40;4.47;14;22956950;22957029;-;
hsa-miR-4708-3p;0;0.00;14;65335117;65335183;-;
hsa-miR-4708-5p;32;1.47;14;65335117;65335183;-;
hsa-miR-4709-3p;34;2.28;14;74480133;74480204;-;
hsa-miR-4709-5p;1;0.00;14;74480133;74480204;-;
hsa-miR-4710;4;0.39;14;104677694;104677749;-;
hsa-miR-4710-3p:Novel;62;5.17;14;104677694;104677749;-;
hsa-miR-4711-3p;6;0.00;1;59733227;59733296;-;
hsa-miR-4711-5p;0;0.00;1;59733227;59733296;-;
hsa-miR-4712-3p;9;1.26;15;50360329;50360410;+;
hsa-miR-4712-5p;5;0.67;15;50360329;50360410;+;
hsa-miR-4713-3p;215;79.40;15;51242190;51242264;+;
hsa-miR-4713-5p;1;0.00;15;51242190;51242264;+;
hsa-miR-4714-3p;1;0.00;15;98784426;98784502;+;
hsa-miR-4714-5p;12;1.79;15;98784426;98784502;+;
hsa-miR-4715-3p;3;0.00;15;25848747;25848825;-;
hsa-miR-4715-5p;8;1.03;15;25848747;25848825;-;
hsa-miR-4716-3p;50;5.13;15;49169070;49169153;-;
hsa-miR-4716-5p;0;0.00;15;49169070;49169153;-;
hsa-miR-4717-3p;9;0.84;16;2274620;2274691;+;
hsa-miR-4717-5p;60;4.90;16;2274620;2274691;+;
hsa-miR-4718;0;0.00;16;12720321;12720371;+;
hsa-miR-4718-3p:Novel;37;3.34;16;12720321;12720371;+;
hsa-miR-4719;1;0.00;16;76868936;76869019;+;
hsa-miR-4719-5p:Novel;0;0.00;16;76868936;76869019;+;
hsa-miR-4720-3p;4;0.00;16;81385018;81385093;+;
hsa-miR-4720-5p;1;0.00;16;81385018;81385093;+;
hsa-miR-4721;59;4.82;16;28843919;28844007;-;
hsa-miR-4721-5p:Novel;8;2.01;16;28843919;28844007;-;
hsa-miR-4722-3p;0;0.00;16;88716278;88716337;-;
hsa-miR-4722-5p;15;1.41;16;88716278;88716337;-;
hsa-miR-4723-3p;48;3.23;17;28360654;28360734;+;
hsa-miR-4723-5p;5;0.66;17;28360654;28360734;+;
hsa-miR-4724-3p;4;0.47;17;31534883;31534971;+;
hsa-miR-4724-5p;18;0.38;17;31534883;31534971;+;
hsa-miR-4725-3p;53;4.14;17;31575269;31575358;+;
hsa-miR-4725-5p;141;13.16;17;31575269;31575358;+;
hsa-miR-4726-3p;0;0.00;17;38719691;38719748;+;
hsa-miR-4726-5p;28;1.10;17;38719691;38719748;+;
hsa-miR-4727-3p;7;1.00;17;38825838;38825892;+;
hsa-miR-4727-5p;0;0.00;17;38825838;38825892;+;
hsa-miR-4728-3p;55;3.39;17;39726495;39726561;+;
hsa-miR-4728-5p;8;0.61;17;39726495;39726561;+;
hsa-miR-4729;0;0.00;17;59366083;59366154;+;
hsa-miR-4729-3p:Novel;1;0.67;17;59366083;59366154;+;
hsa-miR-4730;3;0.69;17;80419418;80419493;+;
hsa-miR-4730-3p:Novel;11;1.52;17;80419418;80419493;+;
hsa-miR-4731-3p;0;0.00;17;15251627;15251696;-;
hsa-miR-4731-5p;0;0.00;17;15251627;15251696;-;
hsa-miR-4732-3p;2;0.00;17;28861655;28861730;-;
hsa-miR-4732-5p;93;7.15;17;28861655;28861730;-;
hsa-miR-4733-3p;1;0.00;17;31094350;31094425;-;
hsa-miR-4733-5p;3;0.00;17;31094350;31094425;-;
hsa-miR-4734;90;7.19;17;38702262;38702331;-;
hsa-miR-4734-5p:Novel;2;0.67;17;38702262;38702331;-;
hsa-miR-4735-3p;0;0.00;1;196582413;196582481;-;
hsa-miR-4735-5p;0;0.00;1;196582413;196582481;-;
hsa-miR-4736;0;0.00;17;58335976;58336022;-;
hsa-miR-4736-3p:Novel;24;1.06;17;58335976;58336022;-;
hsa-miR-4737;77;6.26;17;60043025;60043105;-;
hsa-miR-4737-3p:Novel;36;3.62;17;60043025;60043105;-;
hsa-miR-4738-3p;88;6.61;17;75784521;75784607;-;
hsa-miR-4738-5p;3;0.00;17;75784521;75784607;-;
hsa-miR-4739;115;9.88;17;79707176;79707249;-;
hsa-miR-4739-3p:Novel;149;21.89;17;79707176;79707249;-;
hsa-miR-4740-3p;5;0.51;17;81400716;81400778;-;
hsa-miR-4740-5p;18;2.35;17;81400716;81400778;-;
hsa-miR-4741;115;9.91;18;22933349;22933438;+;
hsa-miR-4741-5p:Novel;41;3.38;18;22933349;22933438;+;
hsa-miR-4742-3p;1;0.00;1;224398227;224398311;-;
hsa-miR-4742-5p;2;0.00;1;224398227;224398311;-;
hsa-miR-4743-3p;3;0.00;18;48670600;48670668;+;
hsa-miR-4743-5p;4;0.58;18;48670600;48670668;+;
hsa-miR-4744;1;0.00;18;49049687;49049768;-;
hsa-miR-4744-3p:Novel;16;0.57;18;49049687;49049768;-;
hsa-miR-4745-3p;1;0.00;19;804940;805001;+;
hsa-miR-4745-5p;3;0.00;19;804940;805001;+;
hsa-miR-4746-3p;4;0.88;19;4445978;4446048;+;
hsa-miR-4746-5p;9;1.20;19;4445978;4446048;+;
hsa-miR-4747-3p;5;0.00;19;4932687;4932740;+;
hsa-miR-4747-5p;3;0.00;19;4932687;4932740;+;
hsa-miR-4748;74;6.51;19;10780254;10780335;+;
hsa-miR-4748-3p:Novel;85;7.63;19;10780254;10780335;+;
hsa-miR-4749-3p;0;0.00;19;49854591;49854651;+;
hsa-miR-4749-5p;16;0.63;19;49854591;49854651;+;
hsa-miR-4750-3p;28;0.00;19;49888175;49888230;+;
hsa-miR-4750-5p;55;4.40;19;49888175;49888230;+;
hsa-miR-4751;30;2.05;19;49933064;49933137;+;
hsa-miR-4751-3p:Novel;49;2.60;19;49933064;49933137;+;
hsa-miR-4752;3;0.89;19;54282109;54282180;+;
hsa-miR-4752-3p:Novel;17;0.97;19;54282109;54282180;+;
hsa-miR-4753-3p;0;0.00;1;235190034;235190116;-;
hsa-miR-4753-5p;4;0.90;1;235190034;235190116;-;
hsa-miR-4754;27;3.29;19;58386770;58386858;-;
hsa-miR-4754-3p:Novel;131;11.47;19;58386770;58386858;-;
hsa-miR-4755-3p;24;1.96;20;34049119;34049190;+;
hsa-miR-4755-5p;0;0.00;20;34049119;34049190;+;
hsa-miR-4756-3p;1;0.00;20;54068408;54068485;-;
hsa-miR-4756-5p;2;0.09;20;54068408;54068485;-;
hsa-miR-4757-3p;7;1.53;2;19348429;19348505;+;
hsa-miR-4757-5p;10;0.83;2;19348429;19348505;+;
hsa-miR-4758-3p;0;0.00;20;62332487;62332557;-;
hsa-miR-4758-5p;167;17.08;20;62332487;62332557;-;
hsa-miR-4759;1;0.00;21;26953961;26954043;+;
hsa-miR-4759-3p:Novel;16;0.47;21;26953961;26954043;+;
hsa-miR-4760-3p;1;0.00;21;40212352;40212431;-;
hsa-miR-4760-5p;74;5.04;21;40212352;40212431;-;
hsa-miR-4761-3p;13;1.13;22;19963753;19963834;+;
hsa-miR-4761-5p;1;0.00;22;19963753;19963834;+;
hsa-miR-4762-3p;0;0.00;22;45760524;45760598;+;
hsa-miR-4762-5p;0;0.00;22;45760524;45760598;+;
hsa-miR-4763-3p;65;5.81;22;46113566;46113657;+;
hsa-miR-4763-5p;1;0.00;22;46113566;46113657;+;
hsa-miR-4764-3p;0;0.00;22;33436582;33436669;-;
hsa-miR-4764-5p;4;0.42;22;33436582;33436669;-;
hsa-miR-4765;21;3.51;2;32635255;32635331;+;
hsa-miR-4765-5p:Novel;4;0.00;2;32635255;32635331;+;
hsa-miR-4766-3p;3;0.00;22;40813883;40813958;-;
hsa-miR-4766-5p;1;0.00;22;40813883;40813958;-;
hsa-miR-4767;116;10.01;X;7147860;7147937;+;
hsa-miR-4767-3p:Novel;70;6.98;X;7147860;7147937;+;
hsa-miR-4768-3p;5;0.00;X;17425881;17425954;+;
hsa-miR-4768-5p;9;1.53;X;17425881;17425954;+;
hsa-miR-4769-3p;0;0.00;X;47587429;47587505;+;
hsa-miR-4769-5p;25;2.44;X;47587429;47587505;+;
hsa-miR-4770;40;5.32;X;6383906;6383963;-;
hsa-miR-4770-5p:Novel;10;0.93;X;6383906;6383963;-;
hsa-miR-4771;11;2.49;2;111771061;111771134;-;
hsa-miR-4771-5p:Novel;113;9.44;2;111771061;111771134;-;
hsa-miR-4772-3p;0;0.00;2;102432289;102432366;+;
hsa-miR-4772-5p;0;0.00;2;102432289;102432366;+;
hsa-miR-4773;7;1.79;2;151368334;151368411;-;
hsa-miR-4773-5p:Novel;4;1.18;2;151368334;151368411;-;
hsa-miR-4774-3p;1;0.00;2;168582943;168583018;+;
hsa-miR-4774-5p;25;1.39;2;168582943;168583018;+;
hsa-miR-4775;2;0.00;2;207754807;207754881;+;
hsa-miR-4775-3p:Novel;1;0.00;2;207754807;207754881;+;
hsa-miR-4776-3p;2;1.26;2;212926257;212926336;-;
hsa-miR-4776-5p;1;0.31;2;212926257;212926336;-;
hsa-miR-4777-3p;1;0.00;2;231362708;231362793;+;
hsa-miR-4777-5p;0;0.00;2;231362708;231362793;+;
hsa-miR-4778-3p;3;0.00;2;66358249;66358328;-;
hsa-miR-4778-5p;40;4.50;2;66358249;66358328;-;
hsa-miR-4779;1;0.81;2;86193026;86193108;-;
hsa-miR-4779-5p:Novel;1;0.00;2;86193026;86193108;-;
hsa-miR-4780;62;4.39;2;88082519;88082599;-;
hsa-miR-4780-5p:Novel;10;1.61;2;88082519;88082599;-;
hsa-miR-4781-3p;2;0.00;1;54054079;54054154;+;
hsa-miR-4781-5p;0;0.00;1;54054079;54054154;+;
hsa-miR-4782-3p;0;0.00;2;113721290;113721368;-;
hsa-miR-4782-5p;0;0.00;2;113721290;113721368;-;
hsa-miR-4783-3p;6;1.01;2;127423537;127423618;-;
hsa-miR-4783-5p;1;0.21;2;127423537;127423618;-;
hsa-miR-4784;36;4.07;2;131491160;131491236;-;
hsa-miR-4784-3p:Novel;62;4.89;2;131491160;131491236;-;
hsa-miR-4785;109;9.50;2;160407810;160407882;-;
hsa-miR-4785-5p:Novel;56;4.84;2;160407810;160407882;-;
hsa-miR-4786-3p;5;0.60;2;239943015;239943094;-;
hsa-miR-4786-5p;7;0.00;2;239943015;239943094;-;
hsa-miR-4787-3p;13;0.50;3;50675080;50675163;+;
hsa-miR-4787-5p;119;10.18;3;50675080;50675163;+;
hsa-miR-4788;2;0.45;3;134437827;134437906;+;
hsa-miR-4788-3p:Novel;17;1.97;3;134437827;134437906;+;
hsa-miR-4789-3p;0;0.00;3;175369540;175369621;+;
hsa-miR-4789-5p;1;0.00;3;175369540;175369621;+;
hsa-miR-4790-3p;1;0.00;3;5250177;5250255;-;
hsa-miR-4790-5p;0;0.00;3;5250177;5250255;-;
hsa-miR-4791;28;2.59;3;19314848;19314931;-;
hsa-miR-4791-3p:Novel;9;0.84;3;19314848;19314931;-;
hsa-miR-4793-3p;13;0.72;3;48644194;48644280;-;
hsa-miR-4793-5p;4;1.47;3;48644194;48644280;-;
hsa-miR-4794;3;0.00;1;64579847;64579923;+;
hsa-miR-4794-3p:Novel;2;0.00;1;64579847;64579923;+;
hsa-miR-4795-3p;14;0.00;3;87226189;87226277;-;
hsa-miR-4795-5p;0;0.00;3;87226189;87226277;-;
hsa-miR-4796-3p;15;0.50;3;114743445;114743525;-;
hsa-miR-4796-5p;0;0.00;3;114743445;114743525;-;
hsa-miR-4797-3p;0;0.00;3;197293878;197293948;-;
hsa-miR-4797-5p;0;0.00;3;197293878;197293948;-;
hsa-miR-4798-3p;1;0.00;4;7310450;7310524;+;
hsa-miR-4798-5p;1;0.00;4;7310450;7310524;+;
hsa-miR-4799-3p;4;0.41;4;147782595;147782668;+;
hsa-miR-4799-5p;0;0.00;4;147782595;147782668;+;
hsa-miR-4800-3p;110;8.58;4;2250077;2250156;-;
hsa-miR-4800-5p;21;2.88;4;2250077;2250156;-;
hsa-miR-4801;0;0.00;4;37241910;37241991;-;
hsa-miR-4801-5p:Novel;1;0.00;4;37241910;37241991;-;
hsa-miR-4802-3p;100;7.94;4;40502040;40502119;-;
hsa-miR-4802-5p;1;0.00;4;40502040;40502119;-;
hsa-miR-4803;12;1.23;5;72169467;72169540;+;
hsa-miR-4803-3p:Novel;0;0.21;5;72169467;72169540;+;
hsa-miR-4804-3p;1;0.00;5;72878591;72878663;+;
hsa-miR-4804-5p;16;2.08;5;72878591;72878663;+;
hsa-miR-483-3p;3;0.00;11;2134134;2134209;-;
hsa-miR-483-5p;88;7.11;11;2134134;2134209;-;
hsa-miR-484;3;0.33;16;15643294;15643372;+;
hsa-miR-484-3p:Novel;182;17.57;16;15643294;15643372;+;
hsa-miR-485-3p;1;0.00;14;101055419;101055491;+;
hsa-miR-485-5p;21;1.84;14;101055419;101055491;+;
hsa-miR-486-3p;79;5.70;8;41660444;41660507;+;
hsa-miR-486-5p;25;1.74;8;41660444;41660507;+;
hsa-miR-487a-3p;1;0.00;14;101052446;101052525;+;
hsa-miR-487a-5p;4;0.00;14;101052446;101052525;+;
hsa-miR-487b-3p;1;0.00;14;101046455;101046538;+;
hsa-miR-487b-5p;4;0.00;14;101046455;101046538;+;
hsa-miR-488-3p;1;0.00;1;177029363;177029445;-;
hsa-miR-488-5p;0;0.00;1;177029363;177029445;-;
hsa-miR-489-3p;20;1.40;7;93483936;93484019;-;
hsa-miR-489-5p;3;0.00;7;93483936;93484019;-;
hsa-miR-490-3p;9;0.66;7;136903167;136903294;+;
hsa-miR-490-5p;0;0.00;7;136903167;136903294;+;
hsa-miR-491-3p;1;0.00;9;20716105;20716188;+;
hsa-miR-491-5p;45;1.78;9;20716105;20716188;+;
hsa-miR-492;7;0.98;12;94834398;94834513;+;
hsa-miR-492-3p:Novel;28;3.55;12;94834398;94834513;+;
hsa-miR-493-3p;8;0.00;14;100869060;100869148;+;
hsa-miR-493-5p;11;1.20;14;100869060;100869148;+;
hsa-miR-494-3p;70;5.39;14;101029634;101029714;+;
hsa-miR-494-5p;8;0.52;14;101029634;101029714;+;
hsa-miR-495-3p;0;0.00;14;101033755;101033836;+;
hsa-miR-495-5p;3;0.00;14;101033755;101033836;+;
hsa-miR-496;19;1.48;14;101060573;101060674;+;
hsa-miR-496-5p:Novel;24;2.92;14;101060573;101060674;+;
hsa-miR-497-3p;15;0.00;17;7017911;7018022;-;
hsa-miR-497-5p;1;0.00;17;7017911;7018022;-;
hsa-miR-498-3p;9;1.37;19;53674197;53674320;+;
hsa-miR-498-5p;17;1.24;19;53674197;53674320;+;
hsa-miR-4999-3p;3;0.00;19;8389290;8389380;-;
hsa-miR-4999-5p;2;0.00;19;8389290;8389380;-;
hsa-miR-499a-3p;4;0.00;20;34990376;34990497;+;
hsa-miR-499a-5p;1;0.50;20;34990376;34990497;+;
hsa-miR-499b-3p;9;0.86;20;34990400;34990472;-;
hsa-miR-499b-5p;58;3.64;20;34990400;34990472;-;
hsa-miR-5000-3p;1;0.00;2;75090812;75090914;+;
hsa-miR-5000-5p;1;0.00;2;75090812;75090914;+;
hsa-miR-5001-3p;18;0.00;2;232550474;232550573;-;
hsa-miR-5001-5p;218;35.36;2;232550474;232550573;-;
hsa-miR-5002-3p;37;3.30;3;124132929;124133025;+;
hsa-miR-5002-5p;0;0.00;3;124132929;124133025;+;
hsa-miR-5003-3p;25;3.33;5;172662165;172662263;+;
hsa-miR-5003-5p;3;0.00;5;172662165;172662263;+;
hsa-miR-5004-3p;0;0.00;6;33438331;33438437;+;
hsa-miR-5004-5p;7;0.90;6;33438331;33438437;+;
hsa-miR-5006-3p;8;0.00;13;41568286;41568395;-;
hsa-miR-5006-5p;178;17.43;13;41568286;41568395;-;
hsa-miR-5007-3p;0;0.00;13;55174454;55174548;+;
hsa-miR-5007-5p;1;0.00;13;55174454;55174548;+;
hsa-miR-5008-3p;0;0.00;1;227941590;227941683;-;
hsa-miR-5008-5p;6;0.42;1;227941590;227941683;-;
hsa-miR-5009-3p;0;0.00;15;89883931;89884030;-;
hsa-miR-5009-5p;8;0.72;15;89883931;89884030;-;
hsa-miR-500a-3p;17;0.87;X;50008431;50008514;+;
hsa-miR-500a-5p;20;1.49;X;50008431;50008514;+;
hsa-miR-500b-3p;1;0.00;X;50010672;50010750;+;
hsa-miR-500b-5p;15;1.30;X;50010672;50010750;+;
hsa-miR-501-3p;227;41.39;X;50009722;50009805;+;
hsa-miR-501-5p;1;0.00;X;50009722;50009805;+;
hsa-miR-5010-3p;3;0.00;17;42514188;42514307;+;
hsa-miR-5010-5p;62;5.31;17;42514188;42514307;+;
hsa-miR-5011-3p;5;0.00;18;67081584;67081686;+;
hsa-miR-5011-5p;0;0.00;18;67081584;67081686;+;
hsa-miR-502-3p;6;0.39;X;50014598;50014683;+;
hsa-miR-502-5p;5;0.00;X;50014598;50014683;+;
hsa-miR-503-3p;2;0.42;X;134546328;134546398;-;
hsa-miR-503-5p;10;1.37;X;134546328;134546398;-;
hsa-miR-504-3p;9;1.04;X;138667711;138667793;-;
hsa-miR-504-5p;167;17.30;X;138667711;138667793;-;
hsa-miR-5047;11;0.75;17;64501214;64501313;-;
hsa-miR-5047-5p:Novel;9;0.45;17;64501214;64501313;-;
hsa-miR-505-3p;6;0.00;X;139924148;139924231;-;
hsa-miR-505-5p;26;0.60;X;139924148;139924231;-;
hsa-miR-506-3p;1;0.00;X;147230720;147230843;-;
hsa-miR-506-5p;3;0.00;X;147230720;147230843;-;
hsa-miR-507;35;1.47;X;147230984;147231077;-;
hsa-miR-507-5p:Novel;1;0.00;X;147230984;147231077;-;
hsa-miR-508-3p;1;0.00;X;147236913;147237027;-;
hsa-miR-508-5p;0;0.00;X;147236913;147237027;-;
hsa-miR-5087;12;0.00;1;148334479;148334554;-;
hsa-miR-5087-3p:Novel;8;1.00;1;148334479;148334554;-;
hsa-miR-5088-3p;0;0.00;19;49682117;49682195;+;
hsa-miR-5088-5p;13;1.41;19;49682117;49682195;+;
hsa-miR-5089-3p;20;0.00;17;46973017;46973100;+;
hsa-miR-5089-5p;9;0.10;17;46973017;46973100;+;
hsa-miR-509-3-5p;0;0.00;X;147259652;147259726;-;
hsa-miR-509-3p;15;1.71;X;147259652;147259726;-;
hsa-miR-509-5p;70;5.87;X;147258760;147258850;-;
hsa-miR-5090;53;4.95;7;102465742;102465826;+;
hsa-miR-5090-3p:Novel;90;6.96;7;102465742;102465826;+;
hsa-miR-5091;143;13.88;4;13627865;13627957;+;
hsa-miR-5091-3p:Novel;137;12.47;4;13627865;13627957;+;
hsa-miR-5092;95;7.72;3;125151465;125151552;-;
hsa-miR-5092-5p:Novel;49;2.78;3;125151465;125151552;-;
hsa-miR-5093;90;8.47;16;85306226;85306325;-;
hsa-miR-5093-5p:Novel;23;1.39;16;85306226;85306325;-;
